Employee ID,Title,BusinessUnit,EmployeeStatus,EmployeeType,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
1688,Area Sales Manager,MSC,Active,Full-Time,Other,Divorced,Fully Meets,3,12-11-2022,1,4,5,21-Dec-22,Project Management,Internal,Completed,3,880.67,64
1689,Senior BI Developer,MSC,Active,Part-Time,Other,Married,Fully Meets,3,26-04-2023,5,3,5,15-Sep-22,Customer Service,External,Passed,2,712.64,36
1690,Senior BI Developer,NEL,Active,Contract,Black,Widowed,Fully Meets,3,12-11-2022,3,1,5,21-Jan-23,Communication Skills,Internal,Failed,3,504.34,77
1691,Senior BI Developer,PL,Active,Contract,Black,Widowed,Fully Meets,3,30-11-2022,3,1,2,21-Sep-22,Customer Service,External,Failed,3,120.37,73
1692,Sales Manager,PYZ,Active,Part-Time,Other,Widowed,Fully Meets,3,25-06-2023,2,2,1,08-Mar-23,Project Management,External,Failed,1,705.24,77
1693,Sales Manager,SVG,Active,Contract,Other,Single,Fully Meets,3,18-12-2022,3,5,1,10-Mar-23,Project Management,External,Passed,5,928.81,37
1694,CIO,TNS,Terminated,Part-Time,Asian,Married,Fully Meets,3,31-08-2022,3,5,3,30-Aug-22,Communication Skills,Internal,Completed,5,638.07,60
1695,BI Director,SVG,Terminated,Contract,Other,Widowed,Fully Meets,3,25-05-2023,3,3,3,03-Jan-23,Leadership Development,Internal,Passed,2,913.34,37
1696,BI Developer,NEL,Active,Full-Time,Hispanic,Married,Fully Meets,3,27-05-2023,4,4,1,29-May-23,Project Management,Internal,Completed,1,754.78,59
1697,BI Developer,MSC,Active,Full-Time,Asian,Widowed,Fully Meets,3,15-10-2022,1,5,2,14-Oct-22,Leadership Development,External,Passed,4,503.3,36
1698,Area Sales Manager,EW,Active,Full-Time,White,Married,Fully Meets,3,21-03-2023,3,5,4,23-Nov-22,Technical Skills,External,Passed,5,218.31,27
1699,Senior BI Developer,PL,Active,Contract,Hispanic,Married,Fully Meets,3,25-04-2023,2,4,3,24-Jul-23,Customer Service,External,Incomplete,3,730.86,28
1700,Senior BI Developer,BPC,Active,Contract,Asian,Widowed,Fully Meets,3,04-05-2023,5,2,4,19-Sep-22,Customer Service,External,Completed,4,203.34,60
1701,Senior BI Developer,CCDR,Active,Contract,Other,Single,Fully Meets,3,29-04-2023,5,3,2,18-Jun-23,Technical Skills,Internal,Passed,1,460.53,65
1702,Sales Manager,SVG,Active,Contract,Other,Single,Fully Meets,3,20-01-2023,4,1,2,19-Mar-23,Communication Skills,Internal,Completed,5,733.92,33
1703,Sales Manager,EW,Active,Full-Time,Other,Single,Fully Meets,3,16-02-2023,1,1,4,06-Oct-22,Customer Service,Internal,Completed,2,987.43,40
1704,CIO,CCDR,Active,Part-Time,Hispanic,Widowed,Fully Meets,3,06-04-2023,4,4,3,13-May-23,Customer Service,External,Completed,1,691.32,26
1705,BI Director,EW,Active,Part-Time,Hispanic,Single,Fully Meets,3,02-04-2023,4,4,1,22-Oct-22,Communication Skills,External,Passed,1,663.08,60
1706,BI Developer,NEL,Active,Contract,Hispanic,Married,Fully Meets,3,19-06-2023,3,2,5,21-Sep-22,Customer Service,External,Incomplete,1,970.01,30
1707,BI Developer,PL,Active,Part-Time,Asian,Married,Fully Meets,3,21-10-2022,5,4,3,26-May-23,Customer Service,Internal,Passed,3,496.31,27
1708,BI Developer,PYZ,Active,Full-Time,Asian,Widowed,Fully Meets,3,29-01-2023,4,5,4,20-Jun-23,Customer Service,Internal,Incomplete,5,640.01,30
1709,Area Sales Manager,SVG,Active,Full-Time,Black,Married,Fully Meets,3,10-05-2023,5,4,2,03-Jun-23,Technical Skills,External,Failed,4,858.8,60
1710,Senior BI Developer,PL,Active,Part-Time,Black,Divorced,Fully Meets,3,03-07-2023,1,2,3,11-Dec-22,Communication Skills,External,Passed,2,300.52,48
1711,Senior BI Developer,BPC,Active,Full-Time,Other,Widowed,Fully Meets,3,05-05-2023,5,1,4,30-Sep-22,Technical Skills,External,Failed,3,102.19,33
1712,Senior BI Developer,CCDR,Active,Full-Time,Black,Single,Fully Meets,3,12-05-2023,3,2,3,06-Jun-23,Communication Skills,Internal,Completed,2,581.16,46
1713,Sales Manager,SVG,Active,Contract,Asian,Married,Fully Meets,3,11-10-2022,4,4,5,11-Mar-23,Leadership Development,Internal,Incomplete,3,752.91,31
1714,Sales Manager,EW,Active,Full-Time,White,Married,Fully Meets,3,27-02-2023,1,2,3,24-Jul-23,Project Management,External,Passed,3,374.58,22
1715,CIO,WBL,Active,Full-Time,White,Divorced,Fully Meets,3,16-04-2023,2,2,5,17-Feb-23,Leadership Development,Internal,Incomplete,3,788.64,54
1716,BI Director,NEL,Active,Contract,Asian,Widowed,Fully Meets,3,15-01-2023,2,1,1,13-Feb-23,Communication Skills,External,Incomplete,2,234.05,59
1717,BI Developer,BPC,Active,Part-Time,Asian,Widowed,Fully Meets,3,06-03-2023,4,2,5,05-Nov-22,Customer Service,External,Incomplete,1,381.33,62
1718,BI Developer,CCDR,Active,Full-Time,Other,Divorced,Fully Meets,3,19-07-2023,5,4,5,24-Dec-22,Leadership Development,Internal,Passed,3,527.62,19
1719,BI Developer,SVG,Active,Contract,Hispanic,Widowed,Fully Meets,3,29-03-2023,2,3,1,12-Sep-22,Leadership Development,External,Passed,3,442.1,28
1720,Senior BI Developer,MSC,Active,Part-Time,Other,Single,Fully Meets,3,10-07-2023,4,3,2,19-Jan-23,Project Management,Internal,Passed,2,396.81,58
1721,Senior BI Developer,NEL,Active,Full-Time,White,Divorced,Fully Meets,3,30-06-2023,5,4,4,16-Feb-23,Project Management,External,Failed,2,730.31,21
1722,Senior BI Developer,PL,Active,Full-Time,Hispanic,Divorced,Fully Meets,3,16-03-2023,2,2,4,14-May-23,Technical Skills,External,Incomplete,2,128.06,54
1723,Sales Manager,PYZ,Active,Full-Time,Black,Widowed,Fully Meets,3,16-09-2022,5,1,5,25-Sep-22,Technical Skills,External,Passed,5,942.63,51
1724,CIO,TNS,Active,Part-Time,Other,Divorced,Fully Meets,3,22-09-2022,4,2,2,11-Apr-23,Customer Service,Internal,Failed,5,733.63,64
1725,BI Developer,PL,Active,Contract,Black,Divorced,Fully Meets,3,09-04-2023,2,4,5,16-Jan-23,Customer Service,External,Completed,1,743.28,74
1726,BI Developer,NEL,Active,Contract,Asian,Single,Fully Meets,3,14-06-2023,3,5,3,19-Oct-22,Technical Skills,Internal,Completed,4,435.18,38
1727,BI Developer,MSC,Active,Full-Time,Hispanic,Widowed,Fully Meets,3,22-12-2022,4,2,4,16-Feb-23,Technical Skills,Internal,Failed,5,252.22,23
1728,Production Technician I,WBL,Active,Full-Time,White,Divorced,Fully Meets,3,01-08-2023,1,4,2,31-Dec-22,Customer Service,External,Completed,2,103.07,48
1729,Production Technician I,EW,Terminated,Contract,Other,Divorced,Fully Meets,3,15-02-2023,1,1,2,22-Mar-23,Technical Skills,Internal,Incomplete,2,386.87,74
1730,Production Technician I,EW,Active,Full-Time,White,Divorced,Fully Meets,3,03-07-2023,2,4,4,20-Mar-23,Customer Service,External,Incomplete,3,718.21,47
1731,Production Technician II,WBL,Active,Contract,Black,Divorced,Fully Meets,3,23-06-2023,1,4,1,27-Feb-23,Customer Service,Internal,Failed,1,578.81,74
1732,Production Technician II,WBL,Terminated,Contract,Hispanic,Widowed,Fully Meets,3,24-10-2022,1,5,4,06-Jul-23,Project Management,Internal,Completed,1,562.06,60
1733,Production Technician I,EW,Active,Full-Time,Black,Married,Fully Meets,3,26-10-2022,4,5,3,08-Jan-23,Leadership Development,External,Incomplete,5,845.86,69
1734,Production Technician I,NEL,Active,Contract,White,Widowed,Fully Meets,3,04-04-2023,4,1,4,16-Jan-23,Project Management,External,Completed,2,391.39,77
1735,Production Technician I,NEL,Terminated,Full-Time,White,Divorced,Fully Meets,3,10-05-2023,4,4,5,22-Jul-23,Project Management,Internal,Passed,1,203.04,79
1736,Production Technician I,TNS,Active,Contract,Other,Married,Fully Meets,3,21-04-2023,3,1,3,09-Mar-23,Leadership Development,Internal,Incomplete,4,717.29,64
1737,Production Technician I,TNS,Active,Contract,Hispanic,Widowed,Fully Meets,3,30-03-2023,4,5,2,17-Oct-22,Leadership Development,External,Incomplete,5,719.0,35
1738,Production Technician II,CCDR,Terminated,Contract,White,Single,Fully Meets,3,13-11-2022,4,1,2,09-Jan-23,Customer Service,External,Incomplete,5,802.66,40
1739,Production Technician II,CCDR,Active,Contract,Hispanic,Married,Fully Meets,3,10-10-2022,2,5,1,04-Jul-23,Communication Skills,Internal,Incomplete,1,388.07,37
1740,Production Technician I,NEL,Active,Contract,Other,Married,Fully Meets,3,20-09-2022,5,4,4,18-Feb-23,Project Management,Internal,Completed,2,350.26,57
1741,Production Technician I,MSC,Active,Contract,Asian,Single,Fully Meets,3,22-08-2022,3,4,2,08-Nov-22,Leadership Development,External,Completed,5,625.76,41
1742,Production Technician I,TNS,Active,Part-Time,Asian,Divorced,Fully Meets,3,20-05-2023,5,5,3,19-Apr-23,Communication Skills,External,Incomplete,1,206.72,50
1743,Production Technician I,SVG,Active,Full-Time,Black,Single,Fully Meets,3,20-04-2023,4,1,5,13-Jul-23,Project Management,External,Passed,4,954.37,17
1744,Production Technician I,PL,Active,Full-Time,Hispanic,Married,Fully Meets,3,02-05-2023,2,1,4,24-Dec-22,Communication Skills,Internal,Failed,4,728.77,75
1745,Production Technician II,EW,Active,Contract,Other,Widowed,Fully Meets,3,14-11-2022,4,4,3,05-Sep-22,Leadership Development,External,Completed,1,996.01,33
1746,Production Technician I,WBL,Active,Full-Time,Hispanic,Widowed,Fully Meets,3,20-06-2023,4,3,4,18-Nov-22,Communication Skills,Internal,Incomplete,2,787.19,58
1748,Production Technician I,PYZ,Active,Part-Time,White,Widowed,Fully Meets,3,12-02-2023,3,2,4,26-Mar-23,Leadership Development,External,Failed,5,433.03,49
1749,Production Technician I,PYZ,Active,Contract,Hispanic,Divorced,Fully Meets,3,05-08-2022,1,4,5,21-Jul-23,Leadership Development,Internal,Incomplete,3,148.69,56
1750,Production Technician I,WBL,Active,Full-Time,Other,Widowed,Fully Meets,3,13-11-2022,1,2,5,20-Aug-22,Project Management,Internal,Incomplete,1,523.44,41
1751,Production Technician I,NEL,Active,Contract,Hispanic,Widowed,Fully Meets,3,24-08-2022,4,4,1,10-Dec-22,Project Management,External,Incomplete,5,719.54,22
1752,Production Technician I,PL,Active,Part-Time,White,Single,Fully Meets,3,11-12-2022,2,1,2,09-Oct-22,Leadership Development,External,Incomplete,3,560.55,40
1753,Production Technician I,BPC,Active,Contract,Black,Divorced,Fully Meets,3,30-05-2023,5,3,3,18-Mar-23,Customer Service,Internal,Completed,1,711.71,76
1754,Production Technician I,CCDR,Active,Part-Time,Asian,Single,Fully Meets,3,29-12-2022,5,5,1,30-Jan-23,Project Management,External,Failed,1,980.65,31
1755,Production Technician I,SVG,Active,Part-Time,Other,Widowed,Fully Meets,3,17-10-2022,4,1,1,22-Nov-22,Communication Skills,External,Incomplete,2,367.76,25
1756,Production Technician I,EW,Active,Part-Time,Black,Widowed,Fully Meets,3,27-06-2023,2,4,4,22-Apr-23,Communication Skills,Internal,Failed,1,849.36,61
1757,Production Technician I,MSC,Active,Full-Time,White,Widowed,Fully Meets,3,18-08-2022,5,4,5,31-Dec-22,Technical Skills,Internal,Incomplete,5,305.05,35
1758,Production Technician I,TNS,Active,Part-Time,White,Single,Fully Meets,3,18-08-2022,5,3,5,14-May-23,Customer Service,Internal,Completed,5,296.24,61
1759,Production Technician I,PYZ,Active,Contract,White,Married,Fully Meets,3,16-09-2022,5,2,4,21-Oct-22,Project Management,Internal,Completed,4,220.06,74
1760,Production Technician I,WBL,Active,Part-Time,Hispanic,Single,Fully Meets,3,16-03-2023,5,3,2,20-Jan-23,Technical Skills,External,Passed,3,378.51,27
1761,Production Technician I,NEL,Terminated,Contract,Other,Married,Fully Meets,3,20-02-2023,3,2,1,07-Nov-22,Technical Skills,External,Completed,4,905.6,60
1762,Production Technician I,PL,Terminated,Contract,White,Divorced,Fully Meets,3,19-03-2023,3,3,5,02-Sep-22,Customer Service,External,Incomplete,3,669.57,22
1763,Production Technician I,BPC,Active,Part-Time,Asian,Widowed,Fully Meets,3,18-08-2022,4,2,4,02-Mar-23,Leadership Development,External,Completed,2,723.9,73
1764,Production Technician I,CCDR,Active,Full-Time,Black,Married,Fully Meets,3,13-03-2023,2,3,5,07-May-23,Communication Skills,Internal,Passed,1,834.44,74
1765,Production Technician II,BPC,Active,Contract,Asian,Divorced,Fully Meets,3,24-12-2022,5,5,2,04-Aug-23,Leadership Development,External,Incomplete,1,393.88,28
1766,Production Technician I,PYZ,Active,Contract,Asian,Married,Fully Meets,3,23-05-2023,1,5,2,07-Jul-23,Customer Service,External,Incomplete,3,637.61,62
1767,Production Technician I,WBL,Active,Contract,White,Divorced,Fully Meets,3,09-08-2022,4,1,1,25-Oct-22,Project Management,External,Passed,3,902.11,28
1768,Production Technician I,NEL,Active,Contract,Black,Married,Fully Meets,3,11-02-2023,3,3,3,30-Sep-22,Leadership Development,External,Passed,1,999.79,45
1769,Production Technician I,PL,Active,Contract,Hispanic,Widowed,Fully Meets,3,10-02-2023,4,3,5,27-Mar-23,Leadership Development,Internal,Passed,1,976.58,49
1770,Production Technician I,BPC,Active,Part-Time,Hispanic,Single,Fully Meets,3,24-02-2023,1,3,5,04-Sep-22,Customer Service,External,Incomplete,2,257.2,47
1771,Production Technician I,CCDR,Active,Part-Time,Hispanic,Widowed,Fully Meets,3,03-06-2023,3,2,1,27-Feb-23,Technical Skills,External,Incomplete,2,991.1,70
1772,Production Technician I,SVG,Active,Contract,Asian,Widowed,Fully Meets,3,01-01-2023,3,4,5,20-Aug-22,Technical Skills,External,Passed,2,205.64,64
1773,Production Technician I,EW,Active,Part-Time,Black,Married,Fully Meets,3,20-11-2022,5,5,2,30-Dec-22,Leadership Development,Internal,Passed,2,817.45,79
1774,Production Technician I,MSC,Active,Full-Time,Asian,Widowed,Fully Meets,3,09-12-2022,1,1,2,08-Jun-23,Customer Service,External,Failed,5,643.22,30
1775,Production Technician I,TNS,Active,Contract,Black,Single,Fully Meets,3,10-05-2023,4,2,3,08-May-23,Project Management,Internal,Failed,4,795.28,21
1776,Production Technician I,PYZ,Active,Full-Time,Asian,Divorced,Fully Meets,3,16-01-2023,3,2,3,07-Sep-22,Project Management,Internal,Failed,2,521.69,66
1777,Production Technician I,WBL,Active,Full-Time,Hispanic,Single,Fully Meets,3,02-02-2023,1,3,1,24-Apr-23,Customer Service,External,Incomplete,3,157.78,57
1778,Production Technician I,NEL,Active,Full-Time,Other,Widowed,Fully Meets,3,19-11-2022,3,5,4,01-Sep-22,Project Management,External,Passed,3,803.94,70
1779,Production Technician I,PL,Active,Full-Time,Other,Married,Fully Meets,3,22-08-2022,5,3,4,27-Nov-22,Project Management,Internal,Passed,3,188.56,62
1780,Production Technician I,BPC,Active,Contract,Hispanic,Widowed,Fully Meets,3,03-06-2023,2,3,2,25-Mar-23,Technical Skills,External,Passed,2,663.72,29
1781,Production Technician I,CCDR,Active,Contract,White,Divorced,Fully Meets,3,27-09-2022,2,2,4,04-Jul-23,Technical Skills,External,Failed,4,892.3,36
1782,Production Technician II,NEL,Terminated,Contract,Other,Married,Fully Meets,3,07-07-2023,3,4,1,21-Dec-22,Communication Skills,Internal,Passed,3,560.35,69
1783,Production Technician I,PYZ,Active,Part-Time,White,Widowed,Fully Meets,3,21-04-2023,5,2,4,24-Dec-22,Technical Skills,External,Passed,2,595.5,40
1784,Production Technician I,WBL,Active,Part-Time,Other,Divorced,Fully Meets,3,23-02-2023,2,3,1,17-Nov-22,Communication Skills,External,Passed,2,242.18,52
1785,Production Technician I,NEL,Active,Full-Time,White,Widowed,Fully Meets,3,08-08-2022,4,4,5,07-Jan-23,Project Management,Internal,Failed,5,104.95,73
1786,Production Technician I,PL,Active,Full-Time,Hispanic,Widowed,Fully Meets,3,03-06-2023,4,2,1,23-Apr-23,Communication Skills,External,Completed,2,942.28,43
1787,Production Technician I,BPC,Active,Contract,Hispanic,Divorced,Fully Meets,3,23-02-2023,2,5,3,31-Aug-22,Project Management,Internal,Passed,2,756.7,63
1788,Production Technician I,CCDR,Active,Contract,Other,Divorced,Fully Meets,3,04-08-2023,2,5,1,23-Dec-22,Leadership Development,Internal,Completed,4,290.99,44
1789,Production Technician I,SVG,Active,Contract,Other,Widowed,Fully Meets,3,07-10-2022,4,3,1,08-Jan-23,Leadership Development,External,Incomplete,2,700.97,60
1790,Production Technician I,EW,Active,Part-Time,Asian,Divorced,Fully Meets,3,11-10-2022,4,5,4,19-Aug-22,Communication Skills,Internal,Incomplete,4,631.98,66
1791,Production Technician I,MSC,Active,Contract,Hispanic,Divorced,Fully Meets,3,18-09-2022,4,5,3,26-Nov-22,Project Management,Internal,Failed,5,282.85,40
1792,Production Technician I,TNS,Active,Full-Time,Black,Divorced,Fully Meets,3,12-09-2022,2,3,5,29-Nov-22,Technical Skills,Internal,Completed,1,412.58,69
1793,Production Technician I,BPC,Active,Full-Time,Hispanic,Single,Fully Meets,3,04-09-2022,1,1,2,28-Feb-23,Communication Skills,External,Passed,1,943.91,73
1794,Production Technician I,CCDR,Active,Contract,White,Widowed,Fully Meets,3,17-05-2023,4,4,2,31-Oct-22,Leadership Development,Internal,Completed,3,208.13,58
1795,Production Technician I,EW,Terminated,Full-Time,Asian,Widowed,Fully Meets,3,10-06-2023,5,1,4,24-Feb-23,Leadership Development,External,Passed,2,145.47,59
1796,Production Technician I,MSC,Terminated,Contract,Hispanic,Divorced,Fully Meets,3,23-11-2022,3,5,2,27-Oct-22,Customer Service,External,Failed,1,727.51,45
1797,Production Technician I,NEL,Active,Full-Time,Hispanic,Widowed,Fully Meets,3,03-05-2023,3,3,5,24-Dec-22,Project Management,External,Failed,5,581.43,33
1798,Production Technician II,PL,Active,Part-Time,Black,Widowed,Fully Meets,3,27-01-2023,3,2,4,11-Dec-22,Communication Skills,Internal,Incomplete,1,725.94,37
1799,Production Technician II,BPC,Terminated,Part-Time,Black,Married,Fully Meets,3,28-04-2023,2,5,3,27-Oct-22,Technical Skills,Internal,Passed,1,338.36,33
1800,Production Technician I,TNS,Active,Part-Time,Black,Divorced,Fully Meets,3,03-02-2023,4,3,5,17-Apr-23,Technical Skills,External,Failed,1,732.84,43
1801,Production Technician I,PYZ,Active,Full-Time,Hispanic,Married,Fully Meets,3,02-06-2023,3,4,3,22-Jun-23,Technical Skills,External,Incomplete,1,753.69,32
1802,Production Technician I,WBL,Active,Part-Time,Other,Divorced,Fully Meets,3,21-05-2023,4,2,5,16-Jul-23,Customer Service,Internal,Failed,5,131.92,38
1803,Production Technician I,NEL,Active,Full-Time,Other,Divorced,Fully Meets,3,19-01-2023,1,3,1,20-Sep-22,Leadership Development,External,Passed,4,550.55,37
1804,Production Technician I,PL,Active,Part-Time,Hispanic,Widowed,Fully Meets,3,14-04-2023,3,3,5,22-Aug-22,Customer Service,Internal,Failed,1,767.49,64
1805,Production Technician I,BPC,Active,Contract,Black,Divorced,Fully Meets,3,09-07-2023,3,3,1,11-Feb-23,Communication Skills,Internal,Incomplete,5,222.88,49
1806,Production Technician I,CCDR,Active,Part-Time,Asian,Single,Fully Meets,3,05-08-2022,1,2,5,27-Jul-23,Communication Skills,Internal,Passed,3,176.2,71
1807,Production Technician I,SVG,Active,Contract,White,Widowed,Fully Meets,3,03-02-2023,1,4,4,07-Mar-23,Technical Skills,External,Incomplete,5,794.61,40
1808,Production Technician I,EW,Active,Part-Time,Black,Married,Fully Meets,3,25-04-2023,5,2,4,12-Oct-22,Customer Service,External,Passed,1,147.08,40
1809,Production Technician I,MSC,Active,Contract,Other,Divorced,Fully Meets,3,07-04-2023,5,2,1,15-Aug-22,Communication Skills,Internal,Incomplete,5,488.94,56
1810,Production Technician I,TNS,Active,Full-Time,Black,Divorced,Fully Meets,3,06-07-2023,5,1,4,22-Feb-23,Project Management,External,Failed,1,603.57,27
1811,Production Technician I,PYZ,Active,Contract,Black,Divorced,Fully Meets,3,11-09-2022,2,5,1,25-Jul-23,Customer Service,External,Incomplete,3,819.87,45
1812,Production Technician I,WBL,Terminated,Contract,Black,Widowed,Fully Meets,3,05-12-2022,4,2,5,04-Mar-23,Leadership Development,Internal,Incomplete,2,836.19,43
1813,Production Technician I,NEL,Active,Contract,Other,Divorced,Fully Meets,3,03-06-2023,3,5,3,05-Nov-22,Project Management,External,Passed,5,879.94,40
1814,Production Technician I,PL,Active,Full-Time,Black,Widowed,Fully Meets,3,15-04-2023,3,3,1,04-Jun-23,Customer Service,Internal,Failed,3,532.3,42
1815,Production Technician I,BPC,Active,Contract,Asian,Married,Fully Meets,3,23-10-2022,1,4,5,03-Oct-22,Leadership Development,External,Incomplete,5,758.21,59
1816,Production Technician II,NEL,Active,Contract,Other,Single,Fully Meets,3,03-04-2023,4,3,1,05-Jun-23,Communication Skills,Internal,Incomplete,2,253.51,69
1817,Production Technician II,PL,Active,Contract,Other,Divorced,Fully Meets,3,28-02-2023,3,1,5,20-Aug-22,Leadership Development,Internal,Completed,3,375.86,32
1818,Production Technician II,BPC,Active,Contract,Hispanic,Widowed,Fully Meets,3,25-06-2023,3,1,3,20-Mar-23,Leadership Development,External,Incomplete,5,909.47,65
1819,Production Technician I,WBL,Active,Full-Time,Black,Single,Fully Meets,3,11-12-2022,3,1,1,19-Oct-22,Customer Service,Internal,Passed,3,649.51,74
1820,Production Technician I,PYZ,Active,Full-Time,Black,Divorced,Fully Meets,3,23-03-2023,5,4,3,30-Jun-23,Customer Service,Internal,Failed,1,742.26,43
1821,Production Technician I,WBL,Active,Full-Time,Hispanic,Widowed,Fully Meets,3,03-11-2022,1,2,1,12-Oct-22,Communication Skills,Internal,Passed,4,713.84,42
1822,Production Technician I,NEL,Active,Contract,Black,Widowed,Fully Meets,3,27-08-2022,5,2,2,29-Jul-23,Project Management,External,Incomplete,1,999.06,72
1823,Production Technician I,PL,Active,Contract,Black,Widowed,Fully Meets,3,12-05-2023,4,4,3,10-Jul-23,Leadership Development,Internal,Completed,4,977.99,61
1824,Production Technician I,BPC,Active,Contract,Other,Married,Fully Meets,3,15-03-2023,3,1,1,16-Sep-22,Leadership Development,External,Completed,5,136.33,60
1825,Production Technician I,CCDR,Active,Contract,White,Married,Fully Meets,3,27-10-2022,1,3,3,05-Aug-22,Technical Skills,External,Completed,4,946.67,25
1826,Production Technician I,SVG,Active,Part-Time,Other,Widowed,Exceeds,3,28-09-2022,3,2,5,24-Jul-23,Technical Skills,External,Passed,4,485.39,80
1827,Production Technician I,EW,Active,Contract,Other,Widowed,Needs Improvement,3,25-09-2022,1,3,5,28-Apr-23,Communication Skills,External,Incomplete,5,962.02,39
1828,Production Technician I,MSC,Active,Part-Time,Black,Divorced,Exceeds,3,27-11-2022,3,3,2,29-May-23,Technical Skills,External,Failed,1,620.24,37
1829,Production Technician I,TNS,Active,Part-Time,White,Married,Exceeds,3,19-08-2022,2,1,2,21-Apr-23,Customer Service,External,Completed,4,333.8,33
1830,Production Technician I,PYZ,Active,Full-Time,Black,Married,Needs Improvement,3,12-07-2023,1,4,1,29-Mar-23,Leadership Development,External,Passed,3,764.21,58
1831,Production Technician I,WBL,Terminated,Part-Time,Asian,Widowed,Needs Improvement,3,25-03-2023,2,2,2,11-Dec-22,Project Management,Internal,Failed,3,756.42,52
1832,Production Technician I,NEL,Active,Contract,White,Married,Needs Improvement,3,06-08-2022,1,2,4,30-Jul-23,Customer Service,Internal,Failed,2,716.62,63
1833,Production Technician I,PL,Active,Part-Time,White,Married,Needs Improvement,3,23-01-2023,4,3,2,26-Mar-23,Technical Skills,Internal,Failed,2,712.9,40
1834,Production Technician II,CCDR,Active,Contract,White,Divorced,Needs Improvement,3,08-12-2022,4,5,1,11-Mar-23,Technical Skills,Internal,Incomplete,1,845.82,42
1835,Production Technician II,EW,Active,Part-Time,Asian,Single,Needs Improvement,3,11-04-2023,5,2,2,01-Mar-23,Communication Skills,Internal,Passed,4,727.9,39
1836,Production Technician II,MSC,Active,Part-Time,Hispanic,Divorced,Needs Improvement,3,06-10-2022,1,4,3,21-Jul-23,Project Management,Internal,Incomplete,1,760.41,48
1837,Production Technician II,NEL,Active,Part-Time,Asian,Divorced,Needs Improvement,3,01-01-2023,1,3,3,25-Jul-23,Project Management,Internal,Incomplete,5,567.74,46
1838,Production Technician I,TNS,Active,Part-Time,White,Widowed,Exceeds,3,01-07-2023,2,1,1,14-Jan-23,Communication Skills,External,Incomplete,5,582.7,61
1839,Production Technician I,PYZ,Active,Full-Time,Other,Single,Exceeds,3,28-04-2023,3,3,3,16-Aug-22,Leadership Development,External,Incomplete,2,645.16,53
1840,Production Technician I,WBL,Active,Full-Time,Hispanic,Single,Exceeds,3,24-08-2022,5,1,4,07-Mar-23,Project Management,External,Passed,5,310.44,52
1841,Production Technician I,NEL,Active,Contract,Hispanic,Widowed,Exceeds,3,30-03-2023,3,5,3,13-Aug-22,Communication Skills,External,Failed,4,683.42,60
1842,Production Technician I,PL,Active,Part-Time,Asian,Divorced,Exceeds,3,07-12-2022,1,4,4,19-Jul-23,Communication Skills,Internal,Completed,3,129.49,23
1843,Production Technician I,BPC,Active,Full-Time,Hispanic,Married,Needs Improvement,3,31-07-2023,1,5,4,11-Nov-22,Project Management,External,Incomplete,5,349.46,60
1844,Production Technician I,CCDR,Active,Part-Time,Other,Single,Exceeds,3,20-12-2022,2,1,4,19-Aug-22,Project Management,Internal,Failed,5,668.2,55
1845,Production Technician I,SVG,Active,Part-Time,Black,Single,Needs Improvement,3,18-06-2023,1,2,5,31-Dec-22,Customer Service,External,Passed,5,409.99,79
1846,Production Technician I,EW,Active,Full-Time,Black,Single,Needs Improvement,3,21-06-2023,5,4,1,25-Apr-23,Communication Skills,Internal,Passed,4,964.4,73
1847,Production Technician I,MSC,Active,Full-Time,Other,Divorced,Needs Improvement,3,23-11-2022,5,2,3,14-Feb-23,Leadership Development,External,Completed,1,777.95,22
1848,Production Technician I,TNS,Active,Contract,Black,Divorced,PIP,3,10-04-2023,2,4,5,15-Feb-23,Communication Skills,Internal,Completed,5,816.07,21
1849,Production Technician I,PYZ,Active,Part-Time,Hispanic,Divorced,PIP,3,20-09-2022,2,4,4,04-Jun-23,Leadership Development,External,Passed,4,332.12,62
1850,Production Technician I,WBL,Terminated,Contract,White,Married,PIP,3,09-05-2023,3,1,2,02-May-23,Communication Skills,Internal,Completed,1,950.45,23
1851,Production Technician I,NEL,Terminated,Full-Time,Hispanic,Single,PIP,3,01-03-2023,1,1,4,04-Sep-22,Communication Skills,External,Passed,4,997.13,54
1852,Production Technician I,PL,Terminated,Full-Time,Black,Single,PIP,3,02-05-2023,3,4,1,16-Oct-22,Customer Service,Internal,Completed,1,917.56,38
1853,Production Technician II,PYZ,Active,Contract,Other,Divorced,PIP,3,27-08-2022,4,3,5,10-Aug-22,Project Management,External,Failed,4,220.2,65
1854,Production Technician II,WBL,Active,Contract,Asian,Married,PIP,3,29-07-2023,1,2,5,18-May-23,Technical Skills,External,Failed,1,837.64,58
1855,Production Technician II,NEL,Terminated,Part-Time,Other,Married,Exceeds,3,31-01-2023,3,3,3,30-Aug-22,Technical Skills,External,Incomplete,2,648.72,75
1856,Production Technician II,PL,Active,Full-Time,Black,Widowed,Exceeds,3,14-03-2023,2,3,3,04-Jul-23,Leadership Development,External,Failed,4,687.77,49
1857,Production Technician II,BPC,Terminated,Contract,Other,Divorced,Exceeds,3,21-08-2022,1,4,1,14-Jun-23,Project Management,External,Incomplete,5,278.62,65
